140.786741, -25.485989
144.137061, -24.473389
147.487381, -23.460790
150.837701, -22.448191
154.188021, -21.435592
157.538341, -20.422993
160.888660, -19.410394
164.238980, -18.397795
167.589300, -17.385195
170.939620, -16.372596
174.289940, -15.359997
177.640260, -14.347398
180.990579, -13.334799
184.340899, -12.322200
187.691219, -11.309600
191.041539, -10.297001
194.391859, -9.284402
197.742179, -8.271803
201.092498, -7.259204
204.442818, -6.246605
207.793138, -5.234006
211.143458, -4.221406
214.493778, -3.208807
217.844098, -2.196208
221.194417, -1.183609
224.544737, -0.171010
227.895057, 0.841589
231.245377, 1.854188
234.127097, 3.840565
236.265494, 6.611351
237.456710, 9.902400
237.587181, 13.399967
236.644470, 16.770620
234.718448, 19.693023
231.992729, 21.888576
228.727162, 23.147970
225.263287, 23.649537
221.786895, 24.055367
218.309035, 24.448418
214.830953, 24.839500
211.352871, 25.230582
207.874789, 25.621664
204.396707, 26.012745
200.918625, 26.403827
197.440542, 26.794909
193.962460, 27.185991
190.484378, 27.577072
187.006296, 27.968154
183.528214, 28.359236
180.050132, 28.750318
176.572050, 29.141399
173.093968, 29.532481
169.615886, 29.923563
166.137804, 30.314645
162.659721, 30.705726
159.181639, 31.096808
155.703557, 31.487890
152.225475, 31.878972
148.747393, 32.270053
145.269311, 32.661135
141.791229, 33.052217
138.313147, 33.443299
134.835065, 33.834380
131.356983, 34.225462
127.878900, 34.616544
124.400818, 35.007626
120.922736, 35.398707
117.444654, 35.789789
113.966572, 36.180871
110.488490, 36.571953
107.010408, 36.963034
103.532326, 37.354116
100.054244, 37.745198
96.576162, 38.136280
93.098080, 38.527361
89.619997, 38.918443
86.141915, 39.309525
82.663833, 39.700607
79.185751, 40.091688
75.707669, 40.482770
72.383169, 41.577165
69.283577, 43.202750
66.421779, 45.217722
63.783037, 47.517080
61.343287, 50.026586
59.077851, 52.694505
56.964855, 55.484711
54.986175, 58.371721
53.127357, 61.337323
51.377206, 64.368325
49.727324, 67.455053
48.171699, 70.590341
46.706399, 73.768846
45.329355, 76.986570
43.247602, 79.800163
40.591486, 82.079428
37.518508, 83.754781
34.183108, 84.815491
30.715966, 85.293955
27.216292, 85.246238
23.753645, 84.736260
20.374101, 83.825940
17.107042, 82.570422
13.970887, 81.016546
10.977352, 79.203055
8.134425, 77.161544
5.190190, 75.269065
2.170953, 73.498695
-0.905621, 71.829954
-4.027400, 70.247394
-7.185880, 68.739416
-10.374997, 67.297357
-13.590369, 65.914829
-16.828807, 64.587229
-20.087993, 63.311414
-23.366262, 62.085464
-26.662453, 60.908552
-29.975811, 59.780873
-33.475241, 59.717715
-36.827133, 60.725098
-39.822887, 62.534921
-42.467376, 64.827666
-45.389976, 66.753388
-48.540137, 68.278671
-51.863857, 69.375432
-55.303769, 70.021194
-58.799220, 70.199573
-62.286459, 69.900968
-65.699004, 69.123447
-68.968303, 67.873775
-72.024779, 66.168502
-74.799312, 64.034968
-77.225210, 61.512069
-79.240613, 58.650575
-81.120752, 55.698444
-82.913585, 52.692491
-84.648866, 49.652952
-86.345224, 46.591520
-88.014526, 43.515250
-89.664487, 40.428565
-91.300234, 37.334323
-92.925244, 34.234429
-94.541921, 31.130181
-96.151959, 28.022484
-97.756568, 24.911982
-99.356626, 21.799135
-100.952773, 18.684281
-102.545477, 15.567665
-104.135077, 12.449465
-105.721816, 9.329808
-107.305856, 6.208780
-108.887293, 3.086432
-110.466167, -0.037213
-112.332988, -2.997784
-114.432678, -5.798016
-116.723474, -8.444194
-119.173815, -10.943359
