-121.759811, -13.301881
-124.463295, -15.524756
-126.433526, -18.417538
-127.719395, -21.672771
-128.454536, -25.094696
-128.773924, -28.580092
-128.784956, -32.080075
-128.565989, -35.573219
-128.172559, -39.051036
-127.643869, -42.510875
-127.007768, -45.952586
-126.284238, -49.376985
-125.487761, -52.785155
-124.628915, -56.178145
-123.715449, -59.556840
-122.753011, -62.921913
-121.745645, -66.273810
-120.696127, -69.612748
-119.606184, -72.938711
-118.476639, -76.251433
-116.390360, -79.061672
-113.705075, -81.306498
-110.715064, -83.125791
-107.568282, -84.658033
-104.336352, -86.001398
-101.055172, -87.219535
-97.743770, -88.352946
-94.412830, -89.427579
-91.068665, -90.460322
-87.715178, -91.462384
-84.354877, -92.441352
-80.989426, -93.402465
-77.619959, -94.349403
-74.247268, -95.284793
-70.871916, -96.210536
-67.494309, -97.128017
-64.114742, -98.038249
-60.733427, -98.941972
-57.350519, -99.839710
-53.966123, -100.731822
-50.580307, -101.618527
-47.193104, -102.499921
-43.695812, -102.362260
-40.348889, -101.338490
-37.293426, -99.631402
-34.569306, -97.433865
-32.160105, -94.895017
-29.194279, -93.036556
-25.911354, -91.823128
-22.475325, -91.157021
-18.982621, -90.931138
-15.484736, -91.052783
-12.007248, -91.449115
-8.561897, -92.065195
-5.153388, -92.860222
-1.783037, -93.804009
1.549334, -94.874199
4.844410, -96.054230
8.102881, -97.331870
11.325174, -98.698189
14.511301, -100.146842
17.660758, -101.673578
20.772436, -103.275906
24.126851, -104.274856
27.569397, -104.906422
31.044897, -105.319823
34.533526, -105.601728
38.027781, -105.802183
41.524632, -105.950611
45.022771, -106.064749
48.521592, -106.155577
52.020799, -106.230073
55.520237, -106.292785
59.019821, -106.346747
62.519502, -106.394028
66.019249, -106.436068
69.519045, -106.473886
73.018877, -106.508214
76.518736, -106.539586
80.018617, -106.568390
83.518517, -106.594909
87.018432, -106.619349
90.518359, -106.641851
94.018298, -106.662508
97.518247, -106.681368
101.018206, -106.698443
104.356542, -105.647011
107.215004, -103.627308
109.321085, -100.831880
110.539650, -97.550858
110.952088, -94.075244
110.720380, -90.582922
110.004780, -87.156858
108.932456, -83.825174
107.595777, -80.590473
106.059771, -77.445527
104.369978, -74.380466
102.558511, -71.385706
100.648262, -68.452969
98.655731, -65.575501
96.592921, -62.747990
94.468599, -59.966398
92.289143, -57.227790
90.059123, -54.530197
88.758324, -51.280901
88.510756, -47.789668
89.340018, -44.389326
91.167057, -41.404041
93.817694, -39.118407
97.039237, -37.750321
100.524568, -37.430206
103.918411, -36.574737
107.280022, -35.600279
110.633225, -34.597266
113.984183, -33.586782
117.334503, -32.574183
120.684822, -31.561583
124.035142, -30.548984
127.385462, -29.536385
130.735782, -28.523786
134.086102, -27.511187
